"","OccurenceID","scientificName","vernacularName","individualCount","lat","lon","occurenceStatus","date","month","year"
"1",50466,"Eschrichtius robustus","Gray Whale",2,33.973575,-119.384495,"Certain",2018-01-02,1,2018
"2",50465,"Eschrichtius robustus","Gray Whale",3,34.06821,-119.567414,"Certain",2018-01-03,1,2018
"3",50476,"Eschrichtius robustus","Gray Whale",5,34.080773,-119.890908,"Certain",2018-01-03,1,2018
"4",50475,"Balaenoptera musculus","Blue Whale",1,34.113507,-119.829803,"Certain",2018-01-03,1,2018
"5",51485,"Eschrichtius robustus","Gray Whale",1,34.0991,-119.330998,"Certain",2018-01-03,1,2018
"6",51489,"Eschrichtius robustus","Gray Whale",2,34.003686,-119.453514,"Certain",2018-01-03,1,2018
"7",51488,"Eschrichtius robustus","Gray Whale",2,34.005415,-119.452614,"Certain",2018-01-03,1,2018
"8",50488,"Eschrichtius robustus","Gray Whale",1,34.094087,-120.01533,"Certain",2018-01-04,1,2018
"9",50514,"Eschrichtius robustus","Gray Whale",1,34.121347,-119.317009,"Certain",2018-01-05,1,2018
"10",50515,"Eschrichtius robustus","Gray Whale",1,34.033868,-119.510877,"Certain",2018-01-05,1,2018
"11",50511,"Eschrichtius robustus","Gray Whale",5,34.050894,-119.524165,"Certain",2018-01-05,1,2018
"12",50544,"Eschrichtius robustus","Gray Whale",1,34.057813,-119.532591,"Certain",2018-01-07,1,2018
"13",50545,"Eschrichtius robustus","Gray Whale",3,34.044001,-119.509789,"Certain",2018-01-07,1,2018
"14",50547,"Eschrichtius robustus","Gray Whale",2,34.012457,-119.45701,"Certain",2018-01-07,1,2018
"15",50725,"Eschrichtius robustus","Gray Whale",1,34.215226,-119.796952,"Certain",2018-01-27,1,2018
"16",50724,"Eschrichtius robustus","Gray Whale",2,34.080641,-119.874345,"Certain",2018-01-27,1,2018
"17",50759,"Eschrichtius robustus","Gray Whale",1,34.189214,-119.40814,"Certain",2018-01-28,1,2018
"18",50760,"Eschrichtius robustus","Gray Whale",4,34.05104,-119.541577,"Certain",2018-01-28,1,2018
"19",50761,"Eschrichtius robustus","Gray Whale",2,34.067493,-119.479584,"Uncertain",2018-01-28,1,2018
"20",50780,"Eschrichtius robustus","Gray Whale",1,34.175578,-119.29238,"Certain",2018-01-28,1,2018
"21",50778,"Eschrichtius robustus","Gray Whale",1,34.149799,-119.316385,"Certain",2018-01-28,1,2018
"22",50779,"Eschrichtius robustus","Gray Whale",3,34.134649,-119.44239,"Certain",2018-01-28,1,2018
"23",50851,"Eschrichtius robustus","Gray Whale",4,34.082804,-119.885483,"Certain",2018-02-01,2,2018
"24",50914,"Eschrichtius robustus","Gray Whale",1,34.02486,-119.338702,"Certain",2018-02-04,2,2018
"25",50907,"Eschrichtius robustus","Gray Whale",1,34.194633,-119.25708,"Certain",2018-02-04,2,2018
"26",50909,"Eschrichtius robustus","Gray Whale",4,33.991278,-119.392831,"Certain",2018-02-04,2,2018
"27",50945,"Eschrichtius robustus","Gray Whale",3,34.05436,-119.528711,"Certain",2018-02-07,2,2018
"28",51241,"Eschrichtius robustus","Gray Whale",1,34.379008,-119.690768,"Certain",2018-02-07,2,2018
"29",51240,"Eschrichtius robustus","Gray Whale",3,34.081706,-119.937463,"Certain",2018-02-07,2,2018
"30",50940,"Eschrichtius robustus","Gray Whale",1,33.999241,-119.449151,"Certain",2018-02-07,2,2018
"31",50942,"Eschrichtius robustus","Gray Whale",4,34.001736,-119.498155,"Certain",2018-02-07,2,2018
"32",50976,"Megaptera novaeangliae","Humpback Whale",1,34.342308,-119.588263,"Certain",2018-02-10,2,2018
"33",50978,"Eschrichtius robustus","Gray Whale",2,34.315457,-119.575744,"Certain",2018-02-10,2,2018
"34",50979,"Eschrichtius robustus","Gray Whale",5,34.054095,-119.702605,"Certain",2018-02-10,2,2018
"35",50981,"Megaptera novaeangliae","Humpback Whale",1,34.342308,-119.588263,"Certain",2018-02-10,2,2018
"36",50983,"Eschrichtius robustus","Gray Whale",2,34.315457,-119.575744,"Certain",2018-02-10,2,2018
"37",50984,"Eschrichtius robustus","Gray Whale",5,34.054095,-119.702605,"Certain",2018-02-10,2,2018
"38",50995,"Eschrichtius robustus","Gray Whale",1,34.18676,-119.332682,"Certain",2018-02-11,2,2018
"39",50994,"Eschrichtius robustus","Gray Whale",1,33.995833,-119.378787,"Certain",2018-02-11,2,2018
"40",50992,"Eschrichtius robustus","Gray Whale",1,34.22863,-119.283085,"Certain",2018-02-12,2,2018
"41",51086,"Eschrichtius robustus","Gray Whale",1,34.175898,-119.370218,"Possible",2018-02-15,2,2018
"42",51088,"Eschrichtius robustus","Gray Whale",3,34.06302,-119.555917,"Certain",2018-02-15,2,2018
"43",51050,"Eschrichtius robustus","Gray Whale",1,34.344726,-119.826773,"Certain",2018-02-16,2,2018
"44",51054,"Eschrichtius robustus","Gray Whale",1,34.337301,-119.671922,"Certain",2018-02-16,2,2018
"45",51063,"Megaptera novaeangliae","Humpback Whale",1,34.098663,-119.829632,"Certain",2018-02-17,2,2018
"46",51085,"Eschrichtius robustus","Gray Whale",4,34.139657,-119.385437,"Certain",2018-02-18,2,2018
"47",51082,"Eschrichtius robustus","Gray Whale",4,34.061996,-119.33671,"Certain",2018-02-18,2,2018
"48",51080,"Eschrichtius robustus","Gray Whale",1,34.162471,-119.296182,"Certain",2018-02-18,2,2018
"49",51081,"Eschrichtius robustus","Gray Whale",2,34.089462,-119.276932,"Certain",2018-02-18,2,2018
"50",51110,"Eschrichtius robustus","Gray Whale",1,34.392027,-119.711658,"Certain",2018-02-21,2,2018
"51",51111,"Eschrichtius robustus","Gray Whale",1,34.389112,-119.717677,"Certain",2018-02-21,2,2018
"52",51114,"Eschrichtius robustus","Gray Whale",1,34.404443,-119.775052,"Certain",2018-02-22,2,2018
"53",51120,"Eschrichtius robustus","Gray Whale",2,34.389517,-119.80381,"Certain",2018-02-23,2,2018
"54",51119,"Eschrichtius robustus","Gray Whale",1,34.397127,-119.589291,"Certain",2018-02-23,2,2018
"55",51147,"Eschrichtius robustus","Gray Whale",2,34.114164,-119.382693,"Certain",2018-02-25,2,2018
"56",51145,"Balaenoptera musculus","Blue Whale",1,34.187964,-119.414249,"Certain",2018-02-25,2,2018
"57",51144,"Megaptera novaeangliae","Humpback Whale",2,34.122278,-119.447773,"Certain",2018-02-25,2,2018
"58",51169,"Eschrichtius robustus","Gray Whale",1,34.393908,-119.731876,"Certain",2018-02-26,2,2018
"59",51204,"Eschrichtius robustus","Gray Whale",1,34.397258,-119.814489,"Certain",2018-02-28,2,2018
"60",51238,"Eschrichtius robustus","Gray Whale",1,34.398427,-119.754165,"Certain",2018-03-02,3,2018
"61",51239,"Eschrichtius robustus","Gray Whale",2,34.39631,-119.750862,"Certain",2018-03-02,3,2018
"62",51256,"Eschrichtius robustus","Gray Whale",2,34.379105,-119.749442,"Certain",2018-03-04,3,2018
"63",51254,"Eschrichtius robustus","Gray Whale",2,34.384554,-119.796786,"Certain",2018-03-04,3,2018
"64",51261,"Eschrichtius robustus","Gray Whale",1,34.374777,-119.698828,"Certain",2018-03-04,3,2018
"65",51262,"Eschrichtius robustus","Gray Whale",2,34.372397,-119.775097,"Certain",2018-03-04,3,2018
"66",51263,"Eschrichtius robustus","Gray Whale",2,34.394981,-119.815274,"Certain",2018-03-04,3,2018
"67",51265,"Eschrichtius robustus","Gray Whale",2,34.172565,-119.383106,"Certain",2018-03-04,3,2018
"68",51266,"Eschrichtius robustus","Gray Whale",1,34.134205,-119.371843,"Certain",2018-03-04,3,2018
"69",51299,"Eschrichtius robustus","Gray Whale",1,34.398333,-119.811968,"Certain",2018-03-05,3,2018
"70",51312,"Eschrichtius robustus","Gray Whale",3,34.191623,-119.411317,"Certain",2018-03-07,3,2018
"71",51393,"Eschrichtius robustus","Gray Whale",3,34.411819,-119.902594,"Certain",2018-03-07,3,2018
"72",51391,"Eschrichtius robustus","Gray Whale",1,34.396728,-119.886609,"Certain",2018-03-07,3,2018
"73",51307,"Eschrichtius robustus","Gray Whale",1,34.243984,-119.284712,"Certain",2018-03-07,3,2018
"74",51308,"Eschrichtius robustus","Gray Whale",1,34.010398,-119.351443,"Certain",2018-03-07,3,2018
"75",51328,"Eschrichtius robustus","Gray Whale",2,34.38593,-119.70163,"Certain",2018-03-08,3,2018
"76",51327,"Eschrichtius robustus","Gray Whale",1,34.38794,-119.721307,"Certain",2018-03-08,3,2018
"77",51334,"Eschrichtius robustus","Gray Whale",2,34.403689,-119.824,"Certain",2018-03-09,3,2018
"78",51344,"Eschrichtius robustus","Gray Whale",1,34.173855,-119.385772,"Certain",2018-03-10,3,2018
"79",51345,"Eschrichtius robustus","Gray Whale",2,34.162301,-119.357718,"Certain",2018-03-10,3,2018
"80",51343,"Eschrichtius robustus","Gray Whale",2,34.177617,-119.397026,"Certain",2018-03-10,3,2018
"81",51388,"Eschrichtius robustus","Gray Whale",1,34.389605,-119.710227,"Certain",2018-03-14,3,2018
"82",51387,"Eschrichtius robustus","Gray Whale",2,34.375174,-119.685931,"Certain",2018-03-14,3,2018
"83",51401,"Eschrichtius robustus","Gray Whale",2,34.394732,-119.775219,"Certain",2018-03-15,3,2018
"84",51400,"Eschrichtius robustus","Gray Whale",3,34.381161,-119.805439,"Certain",2018-03-15,3,2018
"85",51410,"Eschrichtius robustus","Gray Whale",1,34.397759,-119.680639,"Certain",2018-03-16,3,2018
"86",51408,"Eschrichtius robustus","Gray Whale",3,34.379585,-119.734029,"Certain",2018-03-16,3,2018
"87",51409,"Eschrichtius robustus","Gray Whale",3,34.294507,-119.611644,"Certain",2018-03-16,3,2018
"88",58792,"Eschrichtius robustus","Gray Whale",3,34.357758,-119.71163,"Certain",2018-03-18,3,2018
"89",58790,"Eschrichtius robustus","Gray Whale",2,34.358394,-119.720093,"Certain",2018-03-18,3,2018
"90",58791,"Eschrichtius robustus","Gray Whale",1,34.383947,-119.729466,"Certain",2018-03-18,3,2018
"91",51445,"Eschrichtius robustus","Gray Whale",5,34.345332,-119.76815,"Certain",2018-03-19,3,2018
"92",51443,"Eschrichtius robustus","Gray Whale",5,34.352139,-119.81018,"Certain",2018-03-19,3,2018
"93",51444,"Eschrichtius robustus","Gray Whale",3,34.353714,-119.689165,"Certain",2018-03-19,3,2018
"94",51479,"Megaptera novaeangliae","Humpback Whale",3,34.082961,-119.418953,"Certain",2018-03-23,3,2018
"95",51495,"Eschrichtius robustus","Gray Whale",2,34.363334,-119.715464,"Certain",2018-03-23,3,2018
"96",51496,"Eschrichtius robustus","Gray Whale",1,34.372317,-119.816706,"Certain",2018-03-23,3,2018
"97",51505,"Eschrichtius robustus","Gray Whale",3,34.136144,-119.37564,"Certain",2018-03-23,3,2018
"98",51502,"Megaptera novaeangliae","Humpback Whale",3,34.142751,-119.447995,"Certain",2018-03-23,3,2018
"99",51504,"Megaptera novaeangliae","Humpback Whale",2,34.137945,-119.417627,"Certain",2018-03-23,3,2018
"100",51520,"Eschrichtius robustus","Gray Whale",3,34.367983,-119.817956,"Certain",2018-03-24,3,2018
"101",51579,"Eschrichtius robustus","Gray Whale",2,34.115373,-119.298947,"Certain",2018-03-24,3,2018
"102",51577,"Eschrichtius robustus","Gray Whale",3,34.114262,-119.302087,"Certain",2018-03-24,3,2018
"103",51576,"Eschrichtius robustus","Gray Whale",1,34.115277,-119.314077,"Certain",2018-03-24,3,2018
"104",51578,"Eschrichtius robustus","Gray Whale",1,34.119281,-119.317278,"Certain",2018-03-24,3,2018
"105",51580,"Eschrichtius robustus","Gray Whale",3,34.123462,-119.312606,"Certain",2018-03-24,3,2018
"106",51581,"Eschrichtius robustus","Gray Whale",1,34.124735,-119.312091,"Certain",2018-03-24,3,2018
"107",51525,"Eschrichtius robustus","Gray Whale",2,34.365536,-119.723967,"Certain",2018-03-24,3,2018
"108",51524,"Eschrichtius robustus","Gray Whale",2,34.37569,-119.74548,"Certain",2018-03-24,3,2018
"109",51526,"Eschrichtius robustus","Gray Whale",2,34.391977,-119.730357,"Certain",2018-03-24,3,2018
"110",51599,"Eschrichtius robustus","Gray Whale",3,34.384662,-119.768666,"Certain",2018-03-25,3,2018
"111",51570,"Eschrichtius robustus","Gray Whale",3,34.387038,-119.683234,"Certain",2018-03-28,3,2018
"112",51575,"Eschrichtius robustus","Gray Whale",1,34.206968,-119.50352,"Certain",2018-03-28,3,2018
"113",51585,"Megaptera novaeangliae","Humpback Whale",1,34.165082,-119.491054,"Certain",2018-03-28,3,2018
"114",51584,"Megaptera novaeangliae","Humpback Whale",2,34.153572,-119.42381,"Certain",2018-03-28,3,2018
"115",51598,"Eschrichtius robustus","Gray Whale",3,34.395428,-119.736684,"Certain",2018-03-29,3,2018
"116",51609,"Eschrichtius robustus","Gray Whale",2,34.402882,-119.898578,"Certain",2018-03-29,3,2018
"117",51607,"Eschrichtius robustus","Gray Whale",1,34.389385,-119.74157,"Certain",2018-03-29,3,2018
"118",51623,"Eschrichtius robustus","Gray Whale",1,34.390402,-119.726051,"Certain",2018-03-30,3,2018
"119",51624,"Eschrichtius robustus","Gray Whale",1,34.40616,-119.793323,"Certain",2018-03-30,3,2018
"120",51625,"Eschrichtius robustus","Gray Whale",2,34.391929,-119.734733,"Certain",2018-03-30,3,2018
"121",51643,"Eschrichtius robustus","Gray Whale",1,34.100461,-119.297154,"Certain",2018-03-30,3,2018
"122",51645,"Balaenoptera musculus","Blue Whale",1,34.054749,-119.342154,"Certain",2018-03-30,3,2018
"123",51633,"Eschrichtius robustus","Gray Whale",2,34.395148,-119.74043,"Certain",2018-03-30,3,2018
"124",51640,"Megaptera novaeangliae","Humpback Whale",2,34.153888,-119.37607,"Certain",2018-03-30,3,2018
"125",51638,"Eschrichtius robustus","Gray Whale",3,34.148078,-119.354663,"Certain",2018-03-30,3,2018
"126",51665,"Eschrichtius robustus","Gray Whale",2,34.408401,-119.803335,"Certain",2018-04-01,4,2018
"127",51671,"Eschrichtius robustus","Gray Whale",2,34.400474,-119.78647,"Certain",2018-04-01,4,2018
"128",51719,"Eschrichtius robustus","Gray Whale",2,34.397647,-119.78643,"Certain",2018-04-05,4,2018
"129",51718,"Eschrichtius robustus","Gray Whale",1,34.393886,-119.829563,"Certain",2018-04-05,4,2018
"130",52043,"Eschrichtius robustus","Gray Whale",2,34.399723,-119.792897,"Certain",2018-04-06,4,2018
"131",52042,"Eschrichtius robustus","Gray Whale",2,34.387456,-119.716979,"Certain",2018-04-06,4,2018
"132",52040,"Eschrichtius robustus","Gray Whale",3,34.379444,-119.736121,"Certain",2018-04-06,4,2018
"133",52074,"Eschrichtius robustus","Gray Whale",2,34.402813,-119.76628,"Certain",2018-04-06,4,2018
"134",52073,"Eschrichtius robustus","Gray Whale",2,34.405232,-119.894981,"Certain",2018-04-07,4,2018
"135",52068,"Eschrichtius robustus","Gray Whale",2,34.39365,-119.736164,"Certain",2018-04-07,4,2018
"136",52069,"Eschrichtius robustus","Gray Whale",1,34.402604,-119.879949,"Certain",2018-04-07,4,2018
"137",52115,"Eschrichtius robustus","Gray Whale",2,34.389573,-119.720841,"Certain",2018-04-11,4,2018
"138",52113,"Eschrichtius robustus","Gray Whale",2,34.401879,-119.752601,"Certain",2018-04-11,4,2018
"139",52114,"Eschrichtius robustus","Gray Whale",1,34.404139,-119.685476,"Certain",2018-04-11,4,2018
"140",52118,"Eschrichtius robustus","Gray Whale",2,34.389573,-119.720841,"Certain",2018-04-11,4,2018
"141",52116,"Eschrichtius robustus","Gray Whale",2,34.401879,-119.752601,"Certain",2018-04-11,4,2018
"142",52117,"Eschrichtius robustus","Gray Whale",1,34.404139,-119.685476,"Certain",2018-04-11,4,2018
"143",52149,"Eschrichtius robustus","Gray Whale",2,34.115307,-119.328142,"Certain",2018-04-13,4,2018
"144",52150,"Eschrichtius robustus","Gray Whale",2,34.422797,-119.92245,"Certain",2018-04-13,4,2018
"145",52159,"Megaptera novaeangliae","Humpback Whale",2,34.246316,-119.743409,"Certain",2018-04-14,4,2018
"146",52162,"Eschrichtius robustus","Gray Whale",2,34.404701,-119.814116,"Certain",2018-04-14,4,2018
"147",52172,"Eschrichtius robustus","Gray Whale",1,34.398695,-119.674633,"Certain",2018-04-14,4,2018
"148",52171,"Eschrichtius robustus","Gray Whale",2,34.398993,-119.743514,"Certain",2018-04-14,4,2018
"149",52184,"Eschrichtius robustus","Gray Whale",1,34.150565,-119.255277,"Certain",2018-04-15,4,2018
"150",52186,"Eschrichtius robustus","Gray Whale",2,34.232752,-119.324275,"Certain",2018-04-15,4,2018
"151",52188,"Eschrichtius robustus","Gray Whale",4,34.393186,-119.730935,"Certain",2018-04-15,4,2018
"152",52189,"Eschrichtius robustus","Gray Whale",2,34.399656,-119.75878,"Certain",2018-04-15,4,2018
"153",52190,"Eschrichtius robustus","Gray Whale",2,34.400137,-119.760882,"Certain",2018-04-15,4,2018
"154",52193,"Eschrichtius robustus","Gray Whale",1,34.282723,-119.39374,"Certain",2018-04-15,4,2018
"155",52194,"Eschrichtius robustus","Gray Whale",2,34.28864,-119.418101,"Certain",2018-04-15,4,2018
"156",52213,"Eschrichtius robustus","Gray Whale",2,34.403671,-119.777769,"Certain",2018-04-17,4,2018
"157",52212,"Eschrichtius robustus","Gray Whale",2,34.411062,-119.793161,"Certain",2018-04-17,4,2018
"158",52218,"Eschrichtius robustus","Gray Whale",2,34.402351,-119.762414,"Certain",2018-04-17,4,2018
"159",52241,"Eschrichtius robustus","Gray Whale",4,34.407922,-119.931217,"Certain",2018-04-18,4,2018
"160",52234,"Megaptera novaeangliae","Humpback Whale",2,34.284423,-120.151309,"Certain",2018-04-18,4,2018
"161",52236,"Megaptera novaeangliae","Humpback Whale",1,34.281933,-120.201707,"Certain",2018-04-18,4,2018
"162",52232,"Megaptera novaeangliae","Humpback Whale",2,34.302684,-120.228475,"Certain",2018-04-18,4,2018
"163",52260,"Eschrichtius robustus","Gray Whale",1,34.390456,-119.70721,"Certain",2018-04-19,4,2018
"164",52279,"Eschrichtius robustus","Gray Whale",2,34.402648,-119.761121,"Certain",2018-04-20,4,2018
"165",52277,"Eschrichtius robustus","Gray Whale",2,34.393226,-119.570708,"Certain",2018-04-20,4,2018
"166",52292,"Megaptera novaeangliae","Humpback Whale",2,34.339808,-119.560192,"Certain",2018-04-21,4,2018
"167",52878,"Eschrichtius robustus","Gray Whale",2,34.393029,-119.749104,"Certain",2018-04-23,4,2018
"168",52872,"Eschrichtius robustus","Gray Whale",2,34.39164,-119.694649,"Certain",2018-04-24,4,2018
"169",52871,"Eschrichtius robustus","Gray Whale",2,34.392493,-119.730345,"Certain",2018-04-24,4,2018
"170",52373,"Eschrichtius robustus","Gray Whale",2,34.408873,-119.82259,"Certain",2018-04-27,4,2018
"171",52425,"Eschrichtius robustus","Gray Whale",2,34.399753,-119.751019,"Certain",2018-04-30,4,2018
"172",52444,"Eschrichtius robustus","Gray Whale",4,34.409453,-119.804303,"Certain",2018-05-02,5,2018
"173",52449,"Eschrichtius robustus","Gray Whale",2,34.403247,-119.766375,"Certain",2018-05-02,5,2018
"174",52486,"Eschrichtius robustus","Gray Whale",4,34.414118,-119.898465,"Certain",2018-05-04,5,2018
"175",52861,"Eschrichtius robustus","Gray Whale",2,34.409822,-119.813779,"Certain",2018-05-07,5,2018
"176",52595,"Eschrichtius robustus","Gray Whale",2,34.39194,-119.719723,"Certain",2018-05-08,5,2018
"177",52616,"Eschrichtius robustus","Gray Whale",2,34.394844,-119.696331,"Certain",2018-05-09,5,2018
"178",52652,"Eschrichtius robustus","Gray Whale",2,34.393977,-119.734205,"Certain",2018-05-10,5,2018
"179",52859,"Eschrichtius robustus","Gray Whale",2,34.408968,-119.799565,"Certain",2018-05-10,5,2018
"180",54016,"Megaptera novaeangliae","Humpback Whale",2,34.142475,-119.332031,"Certain",2018-05-11,5,2018
"181",52675,"Eschrichtius robustus","Gray Whale",2,34.391892,-119.71926,"Certain",2018-05-11,5,2018
"182",54014,"Balaenoptera musculus","Blue Whale",1,34.076628,-119.483436,"Certain",2018-05-11,5,2018
"183",52698,"Eschrichtius robustus","Gray Whale",2,34.390778,-119.721384,"Certain",2018-05-13,5,2018
"184",52725,"Megaptera novaeangliae","Humpback Whale",3,34.36561,-120.823559,"Possible",2018-05-14,5,2018
"185",52772,"Megaptera novaeangliae","Humpback Whale",1,34.132337,-119.87395,"Certain",2018-05-15,5,2018
"186",52768,"Megaptera novaeangliae","Humpback Whale",2,34.129225,-119.852362,"Certain",2018-05-15,5,2018
"187",52769,"Balaenoptera musculus","Blue Whale",1,34.112984,-119.809493,"Certain",2018-05-15,5,2018
"188",52770,"Megaptera novaeangliae","Humpback Whale",2,34.134864,-119.801822,"Certain",2018-05-15,5,2018
"189",52780,"Balaenoptera musculus","Blue Whale",1,34.13442,-119.572511,"Certain",2018-05-17,5,2018
"190",52841,"Balaenoptera musculus","Blue Whale",2,34.102017,-119.668771,"Certain",2018-05-19,5,2018
"191",52840,"Balaenoptera musculus","Blue Whale",4,34.092341,-119.638944,"Certain",2018-05-19,5,2018
"192",52857,"Megaptera novaeangliae","Humpback Whale",1,34.154349,-119.711833,"Certain",2018-05-20,5,2018
"193",52856,"Balaenoptera musculus","Blue Whale",2,34.102637,-119.685017,"Certain",2018-05-20,5,2018
"194",53047,"Balaenoptera musculus","Blue Whale",2,34.398478,-119.674525,"Certain",2018-05-21,5,2018
"195",53049,"Megaptera novaeangliae","Humpback Whale",2,34.04876,-119.670204,"Certain",2018-05-23,5,2018
"196",52951,"Megaptera novaeangliae","Humpback Whale",1,34.095853,-119.806886,"Certain",2018-05-24,5,2018
"197",53066,"Megaptera novaeangliae","Humpback Whale",2,34.212593,-119.760643,"Certain",2018-05-25,5,2018
"198",53065,"Balaenoptera musculus","Blue Whale",1,34.10628,-119.641753,"Certain",2018-05-25,5,2018
"199",53087,"Megaptera novaeangliae","Humpback Whale",2,34.156723,-119.633435,"Certain",2018-05-26,5,2018
"200",53116,"Balaenoptera musculus","Blue Whale",1,34.094405,-119.691896,"Certain",2018-05-27,5,2018
"201",53146,"Balaenoptera musculus","Blue Whale",1,34.100187,-119.673657,"Certain",2018-05-28,5,2018
"202",53145,"Balaenoptera musculus","Blue Whale",1,34.102694,-119.641228,"Certain",2018-05-28,5,2018
"203",53148,"Balaenoptera musculus","Blue Whale",1,34.096518,-119.631223,"Certain",2018-05-28,5,2018
"204",53143,"Balaenoptera musculus","Blue Whale",1,34.088532,-119.626702,"Certain",2018-05-28,5,2018
"205",53144,"Balaenoptera musculus","Blue Whale",1,34.09091,-119.603155,"Certain",2018-05-28,5,2018
"206",53185,"Balaenoptera musculus","Blue Whale",1,34.105909,-119.623507,"Certain",2018-05-29,5,2018
"207",53205,"Balaenoptera musculus","Blue Whale",1,34.081484,-119.649886,"Certain",2018-05-30,5,2018
"208",53228,"Balaenoptera musculus","Blue Whale",1,34.095287,-119.692792,"Certain",2018-05-31,5,2018
"209",53258,"Balaenoptera musculus","Blue Whale",2,34.094421,-119.598348,"Certain",2018-06-01,6,2018
"210",53257,"Balaenoptera musculus","Blue Whale",2,34.07988,-119.613735,"Certain",2018-06-01,6,2018
"211",53259,"Balaenoptera musculus","Blue Whale",2,34.084749,-119.63418,"Certain",2018-06-01,6,2018
"212",53293,"Balaenoptera musculus","Blue Whale",1,34.090537,-119.547646,"Certain",2018-06-02,6,2018
"213",53292,"Balaenoptera musculus","Blue Whale",1,34.146492,-119.530658,"Certain",2018-06-02,6,2018
"214",53291,"Balaenoptera musculus","Blue Whale",1,34.173767,-119.544404,"Certain",2018-06-02,6,2018
"215",53323,"Balaenoptera musculus","Blue Whale",1,34.099602,-119.548295,"Certain",2018-06-03,6,2018
"216",53321,"Balaenoptera musculus","Blue Whale",2,34.101493,-119.57431,"Certain",2018-06-03,6,2018
"217",53400,"Balaenoptera musculus","Blue Whale",1,34.096605,-119.586267,"Certain",2018-06-06,6,2018
"218",53415,"Balaenoptera musculus","Blue Whale",1,34.108542,-119.601396,"Certain",2018-06-07,6,2018
"219",53450,"Balaenoptera musculus","Blue Whale",1,34.122443,-119.643268,"Certain",2018-06-08,6,2018
"220",53476,"Balaenoptera musculus","Blue Whale",2,34.116385,-119.631398,"Certain",2018-06-09,6,2018
"221",53507,"Balaenoptera musculus","Blue Whale",2,34.12479,-119.647758,"Certain",2018-06-11,6,2018
"222",53544,"Balaenoptera musculus","Blue Whale",1,34.150128,-119.704418,"Certain",2018-06-12,6,2018
"223",53543,"Balaenoptera musculus","Blue Whale",2,34.172931,-119.717174,"Certain",2018-06-12,6,2018
"224",53579,"Balaenoptera musculus","Blue Whale",8,34.087428,-119.623659,"Certain",2018-06-13,6,2018
"225",53580,"Balaenoptera musculus","Blue Whale",1,34.139453,-119.623695,"Certain",2018-06-13,6,2018
"226",53614,"Balaenoptera musculus","Blue Whale",1,34.114857,-119.647884,"Certain",2018-06-14,6,2018
"227",53615,"Balaenoptera musculus","Blue Whale",1,34.09282,-119.596572,"Certain",2018-06-14,6,2018
"228",53613,"Balaenoptera musculus","Blue Whale",5,34.099459,-119.586594,"Certain",2018-06-14,6,2018
"229",53684,"Balaenoptera musculus","Blue Whale",1,34.114266,-119.649598,"Certain",2018-06-16,6,2018
"230",53683,"Balaenoptera musculus","Blue Whale",1,34.114783,-119.665713,"Certain",2018-06-16,6,2018
"231",53681,"Balaenoptera musculus","Blue Whale",2,34.11543,-119.688436,"Certain",2018-06-16,6,2018
"232",53702,"Balaenoptera musculus","Blue Whale",2,34.102506,-119.670874,"Certain",2018-06-17,6,2018
"233",53700,"Balaenoptera musculus","Blue Whale",4,34.096366,-119.670146,"Certain",2018-06-17,6,2018
"234",53705,"Megaptera novaeangliae","Humpback Whale",1,34.166802,-119.440583,"Certain",2018-06-17,6,2018
"235",53706,"Megaptera novaeangliae","Humpback Whale",1,34.146039,-119.447003,"Certain",2018-06-17,6,2018
"236",53709,"Balaenoptera musculus","Blue Whale",8,34.088264,-119.612642,"Certain",2018-06-17,6,2018
"237",53711,"Balaenoptera musculus","Blue Whale",1,34.098048,-119.656429,"Certain",2018-06-17,6,2018
"238",53732,"Balaenoptera musculus","Blue Whale",8,34.091027,-119.651086,"Certain",2018-06-18,6,2018
"239",53730,"Balaenoptera musculus","Blue Whale",1,34.095084,-119.652679,"Certain",2018-06-18,6,2018
"240",53779,"Balaenoptera musculus","Blue Whale",4,34.107253,-119.671309,"Certain",2018-06-19,6,2018
"241",53780,"Balaenoptera musculus","Blue Whale",4,34.1097,-119.672335,"Certain",2018-06-19,6,2018
"242",53773,"Balaenoptera musculus","Blue Whale",4,34.107873,-119.667771,"Certain",2018-06-19,6,2018
"243",53774,"Balaenoptera musculus","Blue Whale",6,34.108734,-119.672838,"Certain",2018-06-19,6,2018
"244",53775,"Balaenoptera musculus","Blue Whale",2,34.111789,-119.673775,"Certain",2018-06-19,6,2018
"245",53791,"Megaptera novaeangliae","Humpback Whale",2,34.287613,-119.653011,"Certain",2018-06-20,6,2018
"246",53789,"Megaptera novaeangliae","Humpback Whale",1,34.240656,-119.6811,"Certain",2018-06-20,6,2018
"247",53863,"Balaenoptera musculus","Blue Whale",6,34.101448,-119.687225,"Certain",2018-06-21,6,2018
"248",53864,"Balaenoptera musculus","Blue Whale",4,34.101422,-119.691324,"Certain",2018-06-21,6,2018
"249",53868,"Balaenoptera musculus","Blue Whale",3,34.10216,-119.692523,"Certain",2018-06-21,6,2018
"250",53877,"Balaenoptera musculus","Blue Whale",6,34.103699,-119.679542,"Certain",2018-06-22,6,2018
"251",53875,"Balaenoptera musculus","Blue Whale",6,34.108594,-119.726261,"Certain",2018-06-22,6,2018
"252",53878,"Balaenoptera musculus","Blue Whale",4,34.106443,-119.748269,"Certain",2018-06-22,6,2018
