"","vernacularName","scientificName","OccurenceID","individualCount","lat","lon","occurenceStatus","date","month","year"
"1001","Humpback Whale","Megaptera novaeangliae",5088,5,34.373024,-119.753436,"Certain",2014-07-20,7,2014
"1002","Humpback Whale","Megaptera novaeangliae",5085,1,34.357568,-119.779231,"Certain",2014-07-20,7,2014
"1003","Blue Whale","Balaenoptera musculus",41088,1,34.132109,-119.339304,"Certain",2017-04-15,4,2017
"1004","Humpback Whale","Megaptera novaeangliae",41087,2,34.057514,-119.339503,"Certain",2017-04-15,4,2017
"1005","Blue Whale","Balaenoptera musculus",41091,1,34.123748,-119.41841,"Certain",2017-04-15,4,2017
"1006","Humpback Whale","Megaptera novaeangliae",41089,2,34.101632,-119.521335,"Certain",2017-04-15,4,2017
"1007","Humpback Whale","Megaptera novaeangliae",41094,1,34.079425,-119.844769,"Certain",2017-05-18,5,2017
"1008","Humpback Whale","Megaptera novaeangliae",41095,1,34.112434,-119.90375,"Certain",2017-05-18,5,2017
"1009","Humpback Whale","Megaptera novaeangliae",41117,3,34.129058,-120.009966,"Certain",2017-05-19,5,2017
"1010","Humpback Whale","Megaptera novaeangliae",41120,2,34.198592,-119.979431,"Certain",2017-05-19,5,2017
"1011","Humpback Whale","Megaptera novaeangliae",41126,1,34.149042,-119.917503,"Certain",2017-05-20,5,2017
"1012","Humpback Whale","Megaptera novaeangliae",41129,1,34.113168,-119.902676,"Certain",2017-05-20,5,2017
"1013","Humpback Whale","Megaptera novaeangliae",41144,1,34.183631,-119.609517,"Certain",2017-05-21,5,2017
"1014","Blue Whale","Balaenoptera musculus",41140,1,34.105402,-119.597759,"Certain",2017-05-21,5,2017
"1015","Blue Whale","Balaenoptera musculus",41142,1,34.10759,-119.589105,"Certain",2017-05-21,5,2017
"1016","Blue Whale","Balaenoptera musculus",41145,2,34.057737,-119.340524,"Certain",2017-05-21,5,2017
"1017","Humpback Whale","Megaptera novaeangliae",41147,1,34.038973,-119.332432,"Certain",2017-05-20,5,2017
"1018","Blue Whale","Balaenoptera musculus",41154,2,34.097293,-119.587628,"Certain",2017-05-22,5,2017
"1019","Humpback Whale","Megaptera novaeangliae",41179,4,34.331107,-119.580787,"Certain",2017-05-24,5,2017
"1020","Blue Whale","Balaenoptera musculus",41180,1,34.09219,-119.536659,"Certain",2017-05-24,5,2017
"1021","Blue Whale","Balaenoptera musculus",41183,1,34.084646,-119.510574,"Certain",2017-05-24,5,2017
"1022","Humpback Whale","Megaptera novaeangliae",5109,1,37.662043,-123.165543,"Certain",2014-07-20,7,2014
"1023","Humpback Whale","Megaptera novaeangliae",41220,1,34.095423,-119.341533,"Certain",2017-05-25,5,2017
"1024","Humpback Whale","Megaptera novaeangliae",41215,1,34.128386,-119.465744,"Certain",2017-05-25,5,2017
"1025","Humpback Whale","Megaptera novaeangliae",41216,2,34.365761,-120.57407,"Certain",2017-05-25,5,2017
"1026","Humpback Whale","Megaptera novaeangliae",41221,4,34.410735,-120.728432,"Uncertain",2017-05-25,5,2017
"1027","Humpback Whale","Megaptera novaeangliae",41218,2,34.433777,-120.781401,"Certain",2017-05-25,5,2017
"1028","Blue Whale","Balaenoptera musculus",41219,1,34.403889,-120.794538,"Certain",2017-05-25,5,2017
"1029","Blue Whale","Balaenoptera musculus",41217,1,34.037845,-119.243254,"Certain",2017-05-25,5,2017
"1030","Humpback Whale","Megaptera novaeangliae",41231,1,34.302654,-119.505296,"Certain",2017-05-26,5,2017
"1031","Humpback Whale","Megaptera novaeangliae",41255,4,34.321654,-119.56256,"Certain",2017-05-27,5,2017
"1032","Humpback Whale","Megaptera novaeangliae",41254,2,34.322848,-119.563219,"Certain",2017-05-27,5,2017
"1033","Humpback Whale","Megaptera novaeangliae",41249,1,34.322533,-119.556363,"Certain",2017-05-27,5,2017
"1034","Humpback Whale","Megaptera novaeangliae",41250,2,34.230812,-119.542916,"Certain",2017-05-27,5,2017
"1035","Blue Whale","Balaenoptera musculus",41256,1,34.118805,-119.497643,"Certain",2017-05-27,5,2017
"1036","Humpback Whale","Megaptera novaeangliae",41257,1,34.273012,-119.595953,"Certain",2017-05-27,5,2017
"1037","Humpback Whale","Megaptera novaeangliae",41323,2,34.349375,-119.51594,"Certain",2017-05-29,5,2017
"1038","Humpback Whale","Megaptera novaeangliae",41326,1,34.247727,-119.566813,"Certain",2017-05-29,5,2017
"1039","Blue Whale","Balaenoptera musculus",41325,2,34.106553,-119.514773,"Certain",2017-05-29,5,2017
"1040","Humpback Whale","Megaptera novaeangliae",41358,1,34.297465,-119.453097,"Certain",2017-05-30,5,2017
"1041","Humpback Whale","Megaptera novaeangliae",41360,2,34.290478,-119.43158,"Certain",2017-05-30,5,2017
"1042","Blue Whale","Balaenoptera musculus",41356,3,34.101029,-119.584885,"Certain",2017-05-30,5,2017
"1043","Blue Whale","Balaenoptera musculus",41418,7,34.119534,-119.649903,"Possible",2017-06-01,6,2017
"1044","Blue Whale","Balaenoptera musculus",41457,1,34.103744,-119.63568,"Certain",2017-05-31,5,2017
"1045","Blue Whale","Balaenoptera musculus",41461,2,34.104567,-119.619298,"Certain",2017-05-31,5,2017
"1046","Blue Whale","Balaenoptera musculus",41456,1,34.107251,-119.622377,"Certain",2017-05-31,5,2017
"1047","Blue Whale","Balaenoptera musculus",41468,8,34.131574,-119.996072,"Certain",2017-06-02,6,2017
"1048","Blue Whale","Balaenoptera musculus",41470,1,34.132866,-120.00694,"Certain",2017-06-02,6,2017
"1049","Blue Whale","Balaenoptera musculus",41472,3,34.133329,-120.002603,"Certain",2017-06-02,6,2017
"1050","Humpback Whale","Megaptera novaeangliae",41481,2,34.097316,-119.752065,"Certain",2017-05-25,5,2017
"1051","Humpback Whale","Megaptera novaeangliae",41480,1,34.088668,-119.504349,"Certain",2017-05-25,5,2017
"1052","Blue Whale","Balaenoptera musculus",41498,3,34.100825,-119.530824,"Certain",2017-06-03,6,2017
"1053","Blue Whale","Balaenoptera musculus",41501,1,34.08197,-119.510853,"Certain",2017-06-03,6,2017
"1054","Blue Whale","Balaenoptera musculus",41500,1,34.080678,-119.513213,"Certain",2017-06-03,6,2017
"1055","Blue Whale","Balaenoptera musculus",41499,1,34.08305,-119.513822,"Certain",2017-06-03,6,2017
"1056","Humpback Whale","Megaptera novaeangliae",41525,9,33.964228,-119.397582,"Certain",2017-06-04,6,2017
"1057","Humpback Whale","Megaptera novaeangliae",41528,2,34.301972,-119.772501,"Certain",2017-06-04,6,2017
"1058","Blue Whale","Balaenoptera musculus",41530,3,34.122556,-120.021085,"Certain",2017-06-04,6,2017
"1059","Humpback Whale","Megaptera novaeangliae",5152,1,34.37598,-119.776358,"Certain",2014-07-22,7,2014
"1060","Blue Whale","Balaenoptera musculus",41556,6,34.105628,-119.959474,"Certain",2017-06-05,6,2017
"1061","Humpback Whale","Megaptera novaeangliae",41591,5,34.333369,-119.775744,"Certain",2017-06-07,6,2017
"1062","Humpback Whale","Megaptera novaeangliae",41586,2,34.280393,-119.804275,"Certain",2017-06-07,6,2017
"1063","Humpback Whale","Megaptera novaeangliae",41583,2,34.272209,-119.783769,"Certain",2017-06-07,6,2017
"1064","Humpback Whale","Megaptera novaeangliae",41582,1,34.227144,-119.797563,"Certain",2017-06-07,6,2017
"1065","Humpback Whale","Megaptera novaeangliae",41584,4,34.221873,-119.796399,"Certain",2017-06-07,6,2017
"1066","Blue Whale","Balaenoptera musculus",41592,3,34.137873,-119.859937,"Certain",2017-06-07,6,2017
"1067","Blue Whale","Balaenoptera musculus",41590,5,34.127644,-119.867597,"Certain",2017-06-07,6,2017
"1068","Humpback Whale","Megaptera novaeangliae",41589,1,34.280326,-119.751552,"Certain",2017-06-07,6,2017
"1069","Humpback Whale","Megaptera novaeangliae",41597,1,34.120545,-120.014981,"Certain",2017-06-06,6,2017
"1070","Blue Whale","Balaenoptera musculus",41595,5,34.13476,-119.995869,"Certain",2017-06-06,6,2017
"1071","Blue Whale","Balaenoptera musculus",41644,1,34.133866,-119.92297,"Certain",2017-06-08,6,2017
"1072","Blue Whale","Balaenoptera musculus",41646,2,34.134055,-119.92267,"Certain",2017-06-08,6,2017
"1073","Humpback Whale","Megaptera novaeangliae",41642,1,34.13651,-119.913578,"Certain",2017-06-08,6,2017
"1074","Blue Whale","Balaenoptera musculus",41643,2,34.139651,-119.90042,"Certain",2017-06-08,6,2017
"1075","Blue Whale","Balaenoptera musculus",41645,6,34.142503,-119.89994,"Certain",2017-06-08,6,2017
"1076","Humpback Whale","Megaptera novaeangliae",41648,6,34.303388,-119.763282,"Certain",2017-06-08,6,2017
"1077","Humpback Whale","Megaptera novaeangliae",41665,1,34.2908,-119.733511,"Certain",2017-06-09,6,2017
"1078","Blue Whale","Balaenoptera musculus",41664,1,34.149551,-119.891655,"Certain",2017-06-09,6,2017
"1079","Blue Whale","Balaenoptera musculus",41663,2,34.143769,-119.914437,"Certain",2017-06-09,6,2017
"1080","Blue Whale","Balaenoptera musculus",41666,1,34.305073,-119.686755,"Certain",2017-06-09,6,2017
"1081","Humpback Whale","Megaptera novaeangliae",41667,1,34.306305,-119.684645,"Certain",2017-06-09,6,2017
"1082","Humpback Whale","Megaptera novaeangliae",41677,2,34.348176,-119.801334,"Certain",2017-06-10,6,2017
"1083","Humpback Whale","Megaptera novaeangliae",41706,2,34.329536,-119.576501,"Certain",2017-06-11,6,2017
"1084","Humpback Whale","Megaptera novaeangliae",5167,1,37.886111,-123.379877,"Certain",2014-07-21,7,2014
"1085","Humpback Whale","Megaptera novaeangliae",5164,1,37.887886,-123.364382,"Certain",2014-07-21,7,2014
"1086","Humpback Whale","Megaptera novaeangliae",5175,1,37.887552,-123.32462,"Certain",2014-07-21,7,2014
"1087","Humpback Whale","Megaptera novaeangliae",5172,1,37.890999,-123.157915,"Certain",2014-07-21,7,2014
"1088","Humpback Whale","Megaptera novaeangliae",5168,5,38.256504,-123.394128,"Certain",2014-07-22,7,2014
"1089","Humpback Whale","Megaptera novaeangliae",5163,2,38.261928,-123.398193,"Certain",2014-07-22,7,2014
"1090","Humpback Whale","Megaptera novaeangliae",5177,1,38.368012,-123.55767,"Certain",2014-07-22,7,2014
"1091","Blue Whale","Balaenoptera musculus",5173,6,38.357029,-123.426731,"Certain",2014-07-22,7,2014
"1092","Humpback Whale","Megaptera novaeangliae",5170,1,38.358821,-123.42588,"Certain",2014-07-22,7,2014
"1093","Blue Whale","Balaenoptera musculus",5166,4,38.359048,-123.425937,"Certain",2014-07-22,7,2014
"1094","Humpback Whale","Megaptera novaeangliae",5161,9,38.358247,-123.425879,"Possible",2014-07-22,7,2014
"1095","Blue Whale","Balaenoptera musculus",5160,1,38.356371,-123.418042,"Certain",2014-07-22,7,2014
"1096","Humpback Whale","Megaptera novaeangliae",5169,2,38.347517,-123.349732,"Certain",2014-07-22,7,2014
"1097","Humpback Whale","Megaptera novaeangliae",5162,2,38.345437,-123.34118,"Certain",2014-07-22,7,2014
"1098","Humpback Whale","Megaptera novaeangliae",5165,1,38.340645,-123.322035,"Certain",2014-07-22,7,2014
"1099","Humpback Whale","Megaptera novaeangliae",5174,1,38.338331,-123.313911,"Certain",2014-07-22,7,2014
"1100","Blue Whale","Balaenoptera musculus",5171,3,38.322254,-123.248849,"Certain",2014-07-23,7,2014
"1101","Blue Whale","Balaenoptera musculus",5176,1,38.320471,-123.242215,"Certain",2014-07-23,7,2014
"1102","Humpback Whale","Megaptera novaeangliae",41750,2,34.357728,-119.636893,"Certain",2017-06-12,6,2017
"1103","Gray Whale","Eschrichtius robustus",41773,1,34.390681,-119.698317,"Certain",2017-06-13,6,2017
"1104","Humpback Whale","Megaptera novaeangliae",41777,3,34.306336,-119.544309,"Certain",2017-06-13,6,2017
"1105","Blue Whale","Balaenoptera musculus",41797,3,34.121362,-119.851136,"Certain",2017-06-14,6,2017
"1106","Humpback Whale","Megaptera novaeangliae",41793,3,34.354776,-119.696809,"Certain",2017-06-14,6,2017
"1107","Humpback Whale","Megaptera novaeangliae",41825,2,34.10464,-119.478347,"Certain",2017-06-14,6,2017
"1108","Blue Whale","Balaenoptera musculus",41885,1,34.112328,-119.782849,"Certain",2017-06-16,6,2017
"1109","Blue Whale","Balaenoptera musculus",41886,8,34.11325,-119.693136,"Certain",2017-06-16,6,2017
"1110","Blue Whale","Balaenoptera musculus",41887,5,34.107195,-119.651666,"Certain",2017-06-16,6,2017
"1111","Humpback Whale","Megaptera novaeangliae",41883,2,34.248379,-119.614556,"Certain",2017-06-16,6,2017
"1112","Humpback Whale","Megaptera novaeangliae",41882,6,34.272337,-119.590201,"Certain",2017-06-16,6,2017
"1113","Blue Whale","Balaenoptera musculus",41907,1,34.157535,-119.648895,"Certain",2017-06-17,6,2017
"1114","Humpback Whale","Megaptera novaeangliae",41913,1,34.170619,-119.663399,"Certain",2017-06-17,6,2017
"1115","Humpback Whale","Megaptera novaeangliae",41910,3,34.174604,-119.665241,"Certain",2017-06-17,6,2017
"1116","Blue Whale","Balaenoptera musculus",41912,2,34.104703,-119.626095,"Certain",2017-06-17,6,2017
"1117","Blue Whale","Balaenoptera musculus",41911,3,34.108848,-119.591987,"Certain",2017-06-17,6,2017
"1118","Humpback Whale","Megaptera novaeangliae",41959,2,34.255516,-119.619221,"Certain",2017-06-19,6,2017
"1119","Blue Whale","Balaenoptera musculus",41957,1,34.13195,-119.618568,"Certain",2017-06-19,6,2017
"1120","Blue Whale","Balaenoptera musculus",41961,2,34.102515,-119.6112,"Certain",2017-06-19,6,2017
"1121","Humpback Whale","Megaptera novaeangliae",41955,2,34.112216,-119.640327,"Certain",2017-06-19,6,2017
"1122","Blue Whale","Balaenoptera musculus",41953,5,34.130435,-119.65883,"Certain",2017-06-19,6,2017
"1123","Humpback Whale","Megaptera novaeangliae",41956,3,34.26992,-119.677808,"Certain",2017-06-19,6,2017
"1124","Blue Whale","Balaenoptera musculus",5248,4,38.098784,-123.382217,"Certain",2014-07-23,7,2014
"1125","Blue Whale","Balaenoptera musculus",5245,1,38.09783,-123.384442,"Certain",2014-07-23,7,2014
"1126","Humpback Whale","Megaptera novaeangliae",5256,4,38.096643,-123.386957,"Certain",2014-07-23,7,2014
"1127","Blue Whale","Balaenoptera musculus",5254,1,38.091814,-123.397234,"Certain",2014-07-23,7,2014
"1128","Humpback Whale","Megaptera novaeangliae",5253,1,38.048062,-123.486474,"Certain",2014-07-23,7,2014
"1129","Humpback Whale","Megaptera novaeangliae",5259,1,38.050597,-123.402259,"Certain",2014-07-23,7,2014
"1130","Humpback Whale","Megaptera novaeangliae",5250,1,38.050927,-123.391061,"Certain",2014-07-23,7,2014
"1131","Blue Whale","Balaenoptera musculus",5247,1,38.051442,-123.372442,"Certain",2014-07-23,7,2014
"1132","Humpback Whale","Megaptera novaeangliae",5244,1,38.051904,-123.352759,"Certain",2014-07-23,7,2014
"1133","Humpback Whale","Megaptera novaeangliae",5255,1,38.052086,-123.348107,"Certain",2014-07-23,7,2014
"1134","Humpback Whale","Megaptera novaeangliae",5257,1,38.052193,-123.346319,"Certain",2014-07-23,7,2014
"1135","Humpback Whale","Megaptera novaeangliae",5263,2,37.807476,-123.144398,"Certain",2014-07-19,7,2014
"1136","Humpback Whale","Megaptera novaeangliae",5272,3,37.80648,-123.181621,"Certain",2014-07-19,7,2014
"1137","Humpback Whale","Megaptera novaeangliae",5271,1,37.806097,-123.197423,"Certain",2014-07-19,7,2014
"1138","Humpback Whale","Megaptera novaeangliae",42025,2,34.300631,-119.653777,"Certain",2017-06-20,6,2017
"1139","Blue Whale","Balaenoptera musculus",42026,7,34.093996,-119.632464,"Certain",2017-06-20,6,2017
"1140","Humpback Whale","Megaptera novaeangliae",42024,1,34.261813,-119.617217,"Certain",2017-06-20,6,2017
"1141","Humpback Whale","Megaptera novaeangliae",42064,6,34.32332,-119.669917,"Certain",2017-06-21,6,2017
"1142","Blue Whale","Balaenoptera musculus",42065,3,34.099171,-119.636573,"Certain",2017-06-21,6,2017
"1143","Blue Whale","Balaenoptera musculus",42066,1,34.094426,-119.531802,"Certain",2017-06-21,6,2017
"1144","Humpback Whale","Megaptera novaeangliae",42084,5,34.136773,-119.393351,"Certain",2017-06-18,6,2017
"1145","Humpback Whale","Megaptera novaeangliae",42081,1,34.149052,-119.420697,"Certain",2017-06-18,6,2017
"1146","Blue Whale","Balaenoptera musculus",42078,3,34.095747,-119.603215,"Certain",2017-06-18,6,2017
"1147","Blue Whale","Balaenoptera musculus",42082,2,34.091674,-119.604397,"Certain",2017-06-18,6,2017
"1148","Blue Whale","Balaenoptera musculus",42079,2,34.09697,-119.61029,"Certain",2017-06-18,6,2017
"1149","Humpback Whale","Megaptera novaeangliae",42083,9,34.152998,-119.429165,"Certain",2017-06-18,6,2017
"1150","Humpback Whale","Megaptera novaeangliae",42113,2,34.301143,-119.649831,"Certain",2017-06-22,6,2017
"1151","Blue Whale","Balaenoptera musculus",42108,1,34.112347,-119.734653,"Certain",2017-06-22,6,2017
"1152","Blue Whale","Balaenoptera musculus",42111,1,34.112578,-119.733934,"Certain",2017-06-22,6,2017
"1153","Blue Whale","Balaenoptera musculus",42115,1,34.113846,-119.716018,"Certain",2017-06-22,6,2017
"1154","Blue Whale","Balaenoptera musculus",42112,1,34.122257,-119.707947,"Certain",2017-06-22,6,2017
"1155","Humpback Whale","Megaptera novaeangliae",42139,5,34.340151,-119.695542,"Certain",2017-06-23,6,2017
"1156","Blue Whale","Balaenoptera musculus",42136,3,34.124595,-119.722626,"Certain",2017-06-23,6,2017
"1157","Blue Whale","Balaenoptera musculus",42140,2,34.110766,-119.692495,"Certain",2017-06-23,6,2017
"1158","Humpback Whale","Megaptera novaeangliae",42135,4,34.33292,-119.726964,"Certain",2017-06-23,6,2017
"1159","Humpback Whale","Megaptera novaeangliae",491,1,37.650886,-122.877946,"Certain",2013-09-01,9,2013
"1160","Humpback Whale","Megaptera novaeangliae",42236,1,34.284967,-119.944811,"Certain",2017-06-26,6,2017
"1161","Blue Whale","Balaenoptera musculus",42237,1,34.411778,-120.715966,"Certain",2017-06-26,6,2017
"1162","Blue Whale","Balaenoptera musculus",42238,1,34.422837,-120.730199,"Certain",2017-06-26,6,2017
"1163","Humpback Whale","Megaptera novaeangliae",42246,5,34.301753,-119.779079,"Certain",2017-06-26,6,2017
"1164","Humpback Whale","Megaptera novaeangliae",42241,2,34.301657,-119.782455,"Certain",2017-06-26,6,2017
"1165","Humpback Whale","Megaptera novaeangliae",42242,2,34.308629,-119.792619,"Certain",2017-06-26,6,2017
"1166","Humpback Whale","Megaptera novaeangliae",42245,4,34.274573,-119.743999,"Certain",2017-06-26,6,2017
"1167","Humpback Whale","Megaptera novaeangliae",42331,1,34.275393,-119.742398,"Certain",2017-06-27,6,2017
"1168","Humpback Whale","Megaptera novaeangliae",42330,6,34.246602,-119.731924,"Certain",2017-06-27,6,2017
"1169","Humpback Whale","Megaptera novaeangliae",42414,2,34.277661,-119.756532,"Certain",2017-06-28,6,2017
"1170","Blue Whale","Balaenoptera musculus",42415,4,34.111513,-119.798427,"Certain",2017-06-28,6,2017
"1171","Blue Whale","Balaenoptera musculus",42411,3,34.112229,-119.795233,"Certain",2017-06-28,6,2017
"1172","Blue Whale","Balaenoptera musculus",42412,4,34.105537,-119.792056,"Certain",2017-06-28,6,2017
"1173","Humpback Whale","Megaptera novaeangliae",42417,1,34.280898,-119.742537,"Certain",2017-06-28,6,2017
"1174","Humpback Whale","Megaptera novaeangliae",42460,6,34.346812,-119.812914,"Certain",2017-06-30,6,2017
"1175","Blue Whale","Balaenoptera musculus",42461,8,34.131616,-119.890602,"Certain",2017-06-30,6,2017
"1176","Humpback Whale","Megaptera novaeangliae",42456,7,34.303228,-119.772064,"Certain",2017-06-30,6,2017
"1177","Humpback Whale","Megaptera novaeangliae",42499,1,34.331794,-119.747546,"Certain",2017-07-01,7,2017
"1178","Blue Whale","Balaenoptera musculus",42502,2,34.130874,-119.892169,"Certain",2017-07-01,7,2017
"1179","Blue Whale","Balaenoptera musculus",42503,2,34.124958,-119.870315,"Certain",2017-07-01,7,2017
"1180","Blue Whale","Balaenoptera musculus",42500,2,34.128419,-119.856244,"Certain",2017-07-01,7,2017
"1181","Blue Whale","Balaenoptera musculus",42509,7,34.128094,-119.875775,"Certain",2017-07-01,7,2017
"1182","Humpback Whale","Megaptera novaeangliae",42507,1,34.174682,-119.426218,"Certain",2017-07-01,7,2017
"1183","Humpback Whale","Megaptera novaeangliae",42523,5,34.329319,-119.679756,"Certain",2017-07-02,7,2017
"1184","Humpback Whale","Megaptera novaeangliae",42527,3,34.296494,-119.691804,"Certain",2017-07-02,7,2017
"1185","Blue Whale","Balaenoptera musculus",42524,7,34.177964,-119.715624,"Certain",2017-07-02,7,2017
"1186","Humpback Whale","Megaptera novaeangliae",42525,2,34.305968,-119.680294,"Certain",2017-07-02,7,2017
"1187","Humpback Whale","Megaptera novaeangliae",42643,1,34.347064,-119.690708,"Certain",2017-07-04,7,2017
"1188","Blue Whale","Balaenoptera musculus",42644,1,34.116767,-119.59676,"Certain",2017-07-04,7,2017
"1189","Blue Whale","Balaenoptera musculus",42642,1,34.114866,-119.590081,"Certain",2017-07-04,7,2017
"1190","Humpback Whale","Megaptera novaeangliae",42645,6,34.364074,-119.724662,"Certain",2017-07-04,7,2017
"1191","Humpback Whale","Megaptera novaeangliae",42671,8,34.345126,-119.629183,"Certain",2017-07-05,7,2017
"1192","Blue Whale","Balaenoptera musculus",42672,1,34.115378,-119.590607,"Certain",2017-07-05,7,2017
"1193","Blue Whale","Balaenoptera musculus",42673,2,34.137584,-119.662604,"Certain",2017-07-05,7,2017
"1194","Humpback Whale","Megaptera novaeangliae",42788,3,34.25998,-119.598161,"Certain",2017-07-06,7,2017
"1195","Blue Whale","Balaenoptera musculus",42789,2,34.093402,-119.558877,"Certain",2017-07-06,7,2017
"1196","Blue Whale","Balaenoptera musculus",42791,1,34.094864,-119.557957,"Certain",2017-07-06,7,2017
"1197","Blue Whale","Balaenoptera musculus",42792,1,34.092007,-119.58102,"Certain",2017-07-06,7,2017
"1198","Blue Whale","Balaenoptera musculus",42794,1,34.117551,-119.543902,"Certain",2017-07-06,7,2017
"1199","Humpback Whale","Megaptera novaeangliae",42796,6,34.276199,-119.560298,"Certain",2017-07-06,7,2017
"1200","Blue Whale","Balaenoptera musculus",42798,3,34.109492,-119.519144,"Certain",2017-07-06,7,2017
"1201","Blue Whale","Balaenoptera musculus",42799,2,34.088875,-119.554051,"Certain",2017-07-06,7,2017
"1202","Humpback Whale","Megaptera novaeangliae",42838,4,34.288397,-119.624109,"Certain",2017-07-07,7,2017
"1203","Blue Whale","Balaenoptera musculus",42836,2,34.125896,-119.523279,"Certain",2017-07-07,7,2017
"1204","Humpback Whale","Megaptera novaeangliae",42835,7,34.271018,-119.627618,"Certain",2017-07-07,7,2017
"1205","Blue Whale","Balaenoptera musculus",42966,3,34.107684,-119.646059,"Certain",2017-07-09,7,2017
"1206","Humpback Whale","Megaptera novaeangliae",42962,2,34.241573,-119.639651,"Certain",2017-07-09,7,2017
"1207","Humpback Whale","Megaptera novaeangliae",42971,3,34.265584,-119.659807,"Certain",2017-07-09,7,2017
"1208","Blue Whale","Balaenoptera musculus",42972,1,34.117676,-119.802607,"Certain",2017-07-09,7,2017
"1209","Blue Whale","Balaenoptera musculus",42976,2,34.117505,-119.65727,"Certain",2017-07-09,7,2017
"1210","Blue Whale","Balaenoptera musculus",42969,1,34.108508,-119.649337,"Certain",2017-07-09,7,2017
"1211","Humpback Whale","Megaptera novaeangliae",42970,1,34.184675,-119.430759,"Certain",2017-07-09,7,2017
"1212","Humpback Whale","Megaptera novaeangliae",43024,2,34.289886,-119.660861,"Certain",2017-07-10,7,2017
"1213","Humpback Whale","Megaptera novaeangliae",43025,4,34.116481,-119.769943,"Certain",2017-07-10,7,2017
"1214","Humpback Whale","Megaptera novaeangliae",500,1,37.679017,-123.017104,"Certain",2013-09-02,9,2013
"1215","Humpback Whale","Megaptera novaeangliae",43075,4,34.281163,-119.853858,"Certain",2017-07-11,7,2017
"1216","Blue Whale","Balaenoptera musculus",43073,1,34.133845,-119.993815,"Certain",2017-07-11,7,2017
"1217","Humpback Whale","Megaptera novaeangliae",43132,3,34.331433,-119.776469,"Certain",2017-07-13,7,2017
"1218","Blue Whale","Balaenoptera musculus",43130,2,34.143221,-119.96615,"Certain",2017-07-13,7,2017
"1219","Humpback Whale","Megaptera novaeangliae",43129,2,34.327854,-119.747474,"Certain",2017-07-13,7,2017
"1220","Humpback Whale","Megaptera novaeangliae",43206,2,34.3377,-119.751151,"Certain",2017-07-14,7,2017
"1221","Humpback Whale","Megaptera novaeangliae",43208,2,34.339943,-119.758676,"Certain",2017-07-14,7,2017
"1222","Humpback Whale","Megaptera novaeangliae",43201,1,34.310712,-119.764418,"Certain",2017-07-14,7,2017
"1223","Humpback Whale","Megaptera novaeangliae",43210,3,34.266946,-119.791329,"Certain",2017-07-14,7,2017
"1224","Humpback Whale","Megaptera novaeangliae",43203,3,34.243403,-119.812337,"Certain",2017-07-14,7,2017
"1225","Blue Whale","Balaenoptera musculus",43205,1,34.143356,-119.977991,"Certain",2017-07-14,7,2017
"1226","Blue Whale","Balaenoptera musculus",43204,1,34.143157,-119.978976,"Certain",2017-07-14,7,2017
"1227","Blue Whale","Balaenoptera musculus",43209,2,34.14557,-119.98315,"Certain",2017-07-14,7,2017
"1228","Humpback Whale","Megaptera novaeangliae",43215,1,36.679942,-121.962554,"Certain",2017-07-14,7,2017
"1229","Humpback Whale","Megaptera novaeangliae",43216,1,36.632435,-121.955117,"Certain",2017-07-14,7,2017
"1230","Humpback Whale","Megaptera novaeangliae",5417,2,34.345298,-119.607272,"Certain",2014-07-26,7,2014
"1231","Humpback Whale","Megaptera novaeangliae",5420,2,34.338298,-119.615255,"Certain",2014-07-26,7,2014
"1232","Humpback Whale","Megaptera novaeangliae",44209,1,34.369725,-119.716082,"Certain",2017-07-16,7,2017
"1233","Humpback Whale","Megaptera novaeangliae",44211,7,34.241242,-119.647218,"Certain",2017-07-16,7,2017
"1234","Humpback Whale","Megaptera novaeangliae",44212,2,34.207165,-119.63462,"Certain",2017-07-16,7,2017
"1235","Humpback Whale","Megaptera novaeangliae",44258,2,34.259508,-119.646834,"Certain",2017-07-17,7,2017
"1236","Humpback Whale","Megaptera novaeangliae",44263,3,34.216216,-119.914562,"Certain",2017-07-17,7,2017
"1237","Humpback Whale","Megaptera novaeangliae",44326,1,34.334721,-119.76548,"Certain",2017-07-18,7,2017
"1238","Humpback Whale","Megaptera novaeangliae",44323,1,34.292981,-119.852617,"Certain",2017-07-18,7,2017
"1239","Humpback Whale","Megaptera novaeangliae",44321,1,34.23786,-119.876034,"Certain",2017-07-18,7,2017
"1240","Humpback Whale","Megaptera novaeangliae",44327,1,34.31961,-119.794587,"Certain",2017-07-18,7,2017
"1241","Humpback Whale","Megaptera novaeangliae",44389,2,34.340944,-119.796723,"Certain",2017-07-19,7,2017
"1242","Humpback Whale","Megaptera novaeangliae",44465,8,34.336419,-119.872028,"Certain",2017-07-20,7,2017
"1243","Humpback Whale","Megaptera novaeangliae",44505,2,34.256487,-119.538373,"Certain",2017-07-20,7,2017
"1244","Humpback Whale","Megaptera novaeangliae",44503,1,34.259562,-119.571376,"Certain",2017-07-20,7,2017
"1245","Humpback Whale","Megaptera novaeangliae",44533,1,34.266526,-120.020912,"Certain",2017-07-21,7,2017
"1246","Blue Whale","Balaenoptera musculus",44534,1,34.376032,-120.542357,"Certain",2017-07-21,7,2017
"1247","Blue Whale","Balaenoptera musculus",44535,5,34.014144,-120.482299,"Certain",2017-07-21,7,2017
"1248","Blue Whale","Balaenoptera musculus",44536,6,34.191613,-120.388765,"Certain",2017-07-21,7,2017
