OccurenceID,EventDate,scientificName,vernacularName,individualCount,DecimalLatitude,DecimalLongitude,app_used,collectionID,occurenceStatus,basisOfRecord,scientificNameID,footprintWKT,geom,in_ocean,PK_UID,featurecla,scalerank,min_zoom,geom:1,in_channel
265,2013-08-10 16:23:51+00:00,Balaenoptera acutorostrata,Minke Whale,1,34.314259,-119.555383,spotter_pro,78,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.555383 34.314259),,1,1,Ocean,0,0,,1
266,2013-08-10 17:32:02+00:00,Megaptera novaeangliae,Humpback Whale,1,34.285078,-119.377377,spotter_pro,78,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-119.377377 34.285078),,1,1,Ocean,0,0,,1
263,2013-08-10 17:51:08+00:00,Megaptera novaeangliae,Humpback Whale,1,34.303717,-119.387927,spotter_pro,78,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-119.387927 34.303717),,1,1,Ocean,0,0,,1
264,2013-08-10 19:02:50+00:00,Balaenoptera acutorostrata,Minke Whale,1,34.206734,-119.389583,spotter_pro,78,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.389583 34.206734),,1,1,Ocean,0,0,,1
262,2013-08-10 22:08:32+00:00,Megaptera novaeangliae,Humpback Whale,1,34.277518,-119.378791,spotter_pro,78,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-119.378791 34.277518),,1,1,Ocean,0,0,,1
308,2013-08-16 17:20:45+00:00,Delphinus capensis,Common Long-Beaked Dolphin,100,34.165919,-119.423111,spotter_pro,86,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.423111 34.165919),,1,1,Ocean,0,0,,1
314,2013-08-16 17:38:41+00:00,Delphinus capensis,Common Long-Beaked Dolphin,100,34.132231,-119.487612,spotter_pro,86,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.487612 34.132231),,1,1,Ocean,0,0,,1
312,2013-08-16 17:50:54+00:00,Grampus griseus,Risso's Dolphin,2,34.113107,-119.518974,spotter_pro,86,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137098,POINT (-119.518974 34.113107),,1,1,Ocean,0,0,,1
310,2013-08-16 17:56:43+00:00,Delphinus capensis,Common Long-Beaked Dolphin,200,34.114068,-119.524587,spotter_pro,86,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.524587 34.114068),,1,1,Ocean,0,0,,1
307,2013-08-16 19:43:53+00:00,Grampus griseus,Risso's Dolphin,15,34.0936,-119.893876,spotter_pro,86,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137098,POINT (-119.893876 34.0936),,1,1,Ocean,0,0,,1
311,2013-08-16 21:12:13+00:00,Mirounga angustirostris,Northern Elephant Seal,12,34.070438,-120.361302,spotter_pro,86,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:255018,POINT (-120.361302 34.070438),,1,1,Ocean,0,0,,1
309,2013-08-16 23:49:36+00:00,Delphinus capensis,Common Long-Beaked Dolphin,100,34.305831,-119.513237,spotter_pro,86,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.513237 34.305831),,1,1,Ocean,0,0,,1
313,2013-08-17 00:07:51+00:00,Balaenoptera acutorostrata,Minke Whale,1,34.284775,-119.451428,spotter_pro,86,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.451428 34.284775),,1,1,Ocean,0,0,,1
306,2013-08-17 00:21:36+00:00,Delphinus capensis,Common Long-Beaked Dolphin,40,34.278211,-119.431215,spotter_pro,86,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.431215 34.278211),,1,1,Ocean,0,0,,1
316,2013-08-22 17:36:36+00:00,Balaenoptera acutorostrata,Minke Whale,1,34.368601,-119.572812,spotter_pro,88,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.572812 34.368601),,1,1,Ocean,0,0,,1
321,2013-08-22 17:56:02+00:00,Balaenoptera acutorostrata,Minke Whale,2,34.359473,-119.534202,spotter_pro,88,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.534202 34.359473),,1,1,Ocean,0,0,,1
320,2013-08-22 18:15:08+00:00,Delphinus capensis,Common Long-Beaked Dolphin,500,34.305884,-119.484781,spotter_pro,88,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.484781 34.305884),,1,1,Ocean,0,0,,1
322,2013-08-22 18:33:27+00:00,Megaptera novaeangliae,Humpback Whale,2,34.305966,-119.48211,spotter_pro,88,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-119.48211 34.305966),,1,1,Ocean,0,0,,1
319,2013-08-22 19:13:20+00:00,Delphinus capensis,Common Long-Beaked Dolphin,200,34.313012,-119.499942,spotter_pro,88,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.499942 34.313012),,1,1,Ocean,0,0,,1
317,2013-08-22 19:25:35+00:00,Balaenoptera acutorostrata,Minke Whale,1,34.319785,-119.490986,spotter_pro,88,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.490986 34.319785),,1,1,Ocean,0,0,,1
323,2013-08-22 19:55:38+00:00,Megaptera novaeangliae,Humpback Whale,1,34.291698,-119.416127,spotter_pro,88,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-119.416127 34.291698),,1,1,Ocean,0,0,,1
318,2013-08-22 20:48:10+00:00,Delphinus capensis,Common Long-Beaked Dolphin,800,34.365621,-119.564884,spotter_pro,88,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.564884 34.365621),,1,1,Ocean,0,0,,1
325,2013-08-22 20:50:47+00:00,Balaenoptera acutorostrata,Minke Whale,2,34.3698,-119.569293,spotter_pro,88,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.569293 34.3698),,1,1,Ocean,0,0,,1
331,2013-08-24 17:31:42+00:00,Delphinus capensis,Common Long-Beaked Dolphin,35,34.376468,-119.613314,spotter_pro,90,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.613314 34.376468),,1,1,Ocean,0,0,,1
332,2013-08-24 18:03:18+00:00,Delphinus capensis,Common Long-Beaked Dolphin,500,34.334548,-119.503226,spotter_pro,90,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.503226 34.334548),,1,1,Ocean,0,0,,1
328,2013-08-24 18:03:46+00:00,Balaenoptera acutorostrata,Minke Whale,1,34.333532,-119.50319,spotter_pro,90,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.50319 34.333532),,1,1,Ocean,0,0,,1
329,2013-08-24 18:13:40+00:00,Balaenoptera acutorostrata,Minke Whale,1,34.319739,-119.48099,spotter_pro,90,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.48099 34.319739),,1,1,Ocean,0,0,,1
330,2013-08-24 18:22:35+00:00,Balaenoptera acutorostrata,Minke Whale,2,34.322658,-119.487773,spotter_pro,90,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.487773 34.322658),,1,1,Ocean,0,0,,1
333,2013-08-24 18:57:24+00:00,Megaptera novaeangliae,Humpback Whale,2,34.311285,-119.591123,spotter_pro,90,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-119.591123 34.311285),,1,1,Ocean,0,0,,1
327,2013-08-24 19:47:55+00:00,Delphinus capensis,Common Long-Beaked Dolphin,1250,34.356179,-119.62501,spotter_pro,90,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.62501 34.356179),,1,1,Ocean,0,0,,1
352,2013-08-26 17:34:28+00:00,Delphinus capensis,Common Long-Beaked Dolphin,800,34.389488,-119.590691,spotter_pro,94,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.590691 34.389488),,1,1,Ocean,0,0,,1
350,2013-08-26 17:42:43+00:00,Megaptera novaeangliae,Humpback Whale,2,34.367431,-119.572828,spotter_pro,94,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-119.572828 34.367431),,1,1,Ocean,0,0,,1
351,2013-08-26 19:01:26+00:00,Delphinus capensis,Common Long-Beaked Dolphin,1000,34.334848,-119.564934,spotter_pro,94,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.564934 34.334848),,1,1,Ocean,0,0,,1
354,2013-08-26 20:35:50+00:00,Delphinus capensis,Common Long-Beaked Dolphin,50,34.391693,-119.596129,spotter_pro,94,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.596129 34.391693),,1,1,Ocean,0,0,,1
353,2013-08-26 20:37:08+00:00,Megaptera novaeangliae,Humpback Whale,2,34.392621,-119.59769,spotter_pro,94,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-119.59769 34.392621),,1,1,Ocean,0,0,,1
348,2013-08-27 17:30:19+00:00,Delphinus delphis,Common Short-Beaked Dolphin,50,34.392131,-119.61599,spotter_pro,93,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137094,POINT (-119.61599 34.392131),,1,1,Ocean,0,0,,1
346,2013-08-27 17:43:11+00:00,Delphinus delphis,Common Short-Beaked Dolphin,50,34.379164,-119.587799,spotter_pro,93,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137094,POINT (-119.587799 34.379164),,1,1,Ocean,0,0,,1
349,2013-08-27 18:08:12+00:00,Megaptera novaeangliae,Humpback Whale,2,34.303114,-119.588027,spotter_pro,93,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-119.588027 34.303114),,1,1,Ocean,0,0,,1
345,2013-08-27 19:25:14+00:00,Delphinus delphis,Common Short-Beaked Dolphin,500,34.332573,-119.560487,spotter_pro,93,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137094,POINT (-119.560487 34.332573),,1,1,Ocean,0,0,,1
347,2013-08-27 19:54:51+00:00,Delphinus delphis,Common Short-Beaked Dolphin,75,34.366997,-119.51715,spotter_pro,93,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137094,POINT (-119.51715 34.366997),,1,1,Ocean,0,0,,1
361,2013-08-29 17:26:57+00:00,Delphinus capensis,Common Long-Beaked Dolphin,100,34.376166,-119.632573,spotter_pro,95,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.632573 34.376166),,1,1,Ocean,0,0,,1
358,2013-08-29 17:48:31+00:00,Delphinus capensis,Common Long-Beaked Dolphin,50,34.342686,-119.584764,spotter_pro,95,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.584764 34.342686),,1,1,Ocean,0,0,,1
365,2013-08-29 17:55:03+00:00,Delphinus capensis,Common Long-Beaked Dolphin,100,34.348102,-119.567301,spotter_pro,95,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.567301 34.348102),,1,1,Ocean,0,0,,1
360,2013-08-29 17:59:28+00:00,Delphinus capensis,Common Long-Beaked Dolphin,1000,34.340575,-119.551617,spotter_pro,95,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.551617 34.340575),,1,1,Ocean,0,0,,1
363,2013-08-29 18:09:36+00:00,Balaenoptera acutorostrata,Minke Whale,2,34.319008,-119.530606,spotter_pro,95,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.530606 34.319008),,1,1,Ocean,0,0,,1
359,2013-08-29 18:30:16+00:00,Balaenoptera acutorostrata,Minke Whale,1,34.290347,-119.507822,spotter_pro,95,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.507822 34.290347),,1,1,Ocean,0,0,,1
364,2013-08-29 18:37:30+00:00,Delphinus capensis,Common Long-Beaked Dolphin,500,34.287583,-119.486185,spotter_pro,95,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.486185 34.287583),,1,1,Ocean,0,0,,1
356,2013-08-29 18:49:05+00:00,Delphinus capensis,Common Long-Beaked Dolphin,500,34.280301,-119.46504,spotter_pro,95,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.46504 34.280301),,1,1,Ocean,0,0,,1
355,2013-08-29 19:41:06+00:00,Delphinus capensis,Common Long-Beaked Dolphin,1000,34.304682,-119.433375,spotter_pro,95,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.433375 34.304682),,1,1,Ocean,0,0,,1
362,2013-08-29 20:22:18+00:00,Delphinus capensis,Common Long-Beaked Dolphin,50,34.287942,-119.595857,spotter_pro,95,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.595857 34.287942),,1,1,Ocean,0,0,,1
357,2013-08-29 20:26:23+00:00,Delphinus capensis,Common Long-Beaked Dolphin,1000,34.300051,-119.603853,spotter_pro,95,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.603853 34.300051),,1,1,Ocean,0,0,,1
488,2013-08-31 17:21:51+00:00,Balaenoptera acutorostrata,Bottlenose Dolphin,1,34.387598,-119.677615,spotter_pro,114,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.677615 34.387598),,1,1,Ocean,0,0,,1
484,2013-08-31 18:01:53+00:00,Delphinus capensis,Common Long-Beaked Dolphin,25,34.241784,-119.538784,spotter_pro,114,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.538784 34.241784),,1,1,Ocean,0,0,,1
485,2013-08-31 18:56:50+00:00,Delphinus capensis,Common Long-Beaked Dolphin,50,34.148367,-119.338203,spotter_pro,114,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.338203 34.148367),,1,1,Ocean,0,0,,1
483,2013-08-31 19:21:13+00:00,Grampus griseus,Risso's Dolphin,10,34.13328,-119.289162,spotter_pro,114,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137098,POINT (-119.289162 34.13328),,1,1,Ocean,0,0,,1
486,2013-08-31 19:29:41+00:00,Delphinus capensis,Common Long-Beaked Dolphin,30,34.1308,-119.297589,spotter_pro,114,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.297589 34.1308),,1,1,Ocean,0,0,,1
487,2013-08-31 19:34:42+00:00,Delphinus capensis,Common Long-Beaked Dolphin,50,34.133728,-119.316354,spotter_pro,114,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.316354 34.133728),,1,1,Ocean,0,0,,1
489,2013-08-31 21:18:17+00:00,Delphinus capensis,Common Long-Beaked Dolphin,30,34.297979,-119.667637,spotter_pro,114,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.667637 34.297979),,1,1,Ocean,0,0,,1
471,2013-09-01 17:18:20+00:00,Delphinus delphis,Common Short-Beaked Dolphin,30,34.384822,-119.680759,spotter_pro,110,Uncertain,HumanObservation,urn:lsid:marinespecies.org:taxname:137094,POINT (-119.680759 34.384822),,1,1,Ocean,0,0,,1
472,2013-09-01 17:39:58+00:00,Megaptera novaeangliae,Humpback Whale,2,34.322386,-119.717522,spotter_pro,110,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-119.717522 34.322386),,1,1,Ocean,0,0,,1
470,2013-09-01 19:48:00+00:00,Delphinus delphis,Common Short-Beaked Dolphin,1000,34.072402,-119.862431,spotter_pro,110,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137094,POINT (-119.862431 34.072402),,1,1,Ocean,0,0,,1
473,2013-09-01 21:22:49+00:00,Delphinus delphis,Common Short-Beaked Dolphin,300,34.324501,-119.834057,spotter_pro,110,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137094,POINT (-119.834057 34.324501),,1,1,Ocean,0,0,,1
481,2013-09-02 17:22:17+00:00,Delphinus capensis,Common Long-Beaked Dolphin,75,34.388398,-119.682407,spotter_pro,113,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.682407 34.388398),,1,1,Ocean,0,0,,1
476,2013-09-02 19:18:26+00:00,Delphinus capensis,Common Long-Beaked Dolphin,100,34.377348,-119.583571,spotter_pro,113,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.583571 34.377348),,1,1,Ocean,0,0,,1
480,2013-09-02 19:39:35+00:00,Balaenoptera acutorostrata,Minke Whale,2,34.347047,-119.516431,spotter_pro,113,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.516431 34.347047),,1,1,Ocean,0,0,,1
479,2013-09-02 19:54:13+00:00,Delphinus capensis,Common Long-Beaked Dolphin,75,34.341135,-119.494514,spotter_pro,113,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.494514 34.341135),,1,1,Ocean,0,0,,1
478,2013-09-02 20:00:02+00:00,Delphinus capensis,Common Long-Beaked Dolphin,150,34.321698,-119.467893,spotter_pro,113,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.467893 34.321698),,1,1,Ocean,0,0,,1
482,2013-09-02 20:25:49+00:00,Delphinus capensis,Common Long-Beaked Dolphin,300,34.271276,-119.387252,spotter_pro,113,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.387252 34.271276),,1,1,Ocean,0,0,,1
550,2013-09-13 17:37:45+00:00,Delphinus capensis,Common Long-Beaked Dolphin,20,34.348906,-119.659909,spotter_pro,130,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.659909 34.348906),,1,1,Ocean,0,0,,1
551,2013-09-13 17:40:28+00:00,Delphinus capensis,Common Long-Beaked Dolphin,500,34.348982,-119.663094,spotter_pro,130,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.663094 34.348982),,1,1,Ocean,0,0,,1
549,2013-09-13 18:33:46+00:00,Delphinus capensis,Common Long-Beaked Dolphin,100,34.371564,-119.568423,spotter_pro,130,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.568423 34.371564),,1,1,Ocean,0,0,,1
546,2013-09-13 18:48:44+00:00,Megaptera novaeangliae,Humpback Whale,2,34.356668,-119.533398,spotter_pro,130,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-119.533398 34.356668),,1,1,Ocean,0,0,,1
547,2013-09-13 19:38:44+00:00,Delphinus capensis,Common Long-Beaked Dolphin,100,34.365837,-119.567146,spotter_pro,130,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.567146 34.365837),,1,1,Ocean,0,0,,1
548,2013-09-13 19:52:34+00:00,Delphinus capensis,Common Long-Beaked Dolphin,25,34.362374,-119.578565,spotter_pro,130,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.578565 34.362374),,1,1,Ocean,0,0,,1
552,2013-09-13 20:18:03+00:00,Delphinus capensis,Common Long-Beaked Dolphin,1000,34.334281,-119.49446,spotter_pro,130,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.49446 34.334281),,1,1,Ocean,0,0,,1
545,2013-09-13 20:57:14+00:00,Balaenoptera acutorostrata,Bottlenose Dolphin,4,34.406493,-119.6848,spotter_pro,130,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.6848 34.406493),,1,1,Ocean,0,0,,1
558,2013-09-14 19:45:08+00:00,Grampus griseus,Risso's Dolphin,30,34.060097,-119.315894,spotter_pro,132,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137098,POINT (-119.315894 34.060097),,1,1,Ocean,0,0,,1
610,2013-09-17 20:27:39+00:00,Delphinus capensis,Common Long-Beaked Dolphin,25,34.214875,-119.425062,spotter_pro,140,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.425062 34.214875),,1,1,Ocean,0,0,,1
575,2013-09-18 17:23:46+00:00,Delphinus capensis,Common Long-Beaked Dolphin,20,34.378078,-119.661876,spotter_pro,135,Possible,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.661876 34.378078),,1,1,Ocean,0,0,,1
574,2013-09-18 17:36:25+00:00,Delphinus capensis,Common Long-Beaked Dolphin,20,34.358473,-119.609184,spotter_pro,135,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.609184 34.358473),,1,1,Ocean,0,0,,1
571,2013-09-18 17:46:38+00:00,Delphinus capensis,Common Long-Beaked Dolphin,75,34.347208,-119.584458,spotter_pro,135,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.584458 34.347208),,1,1,Ocean,0,0,,1
578,2013-09-18 17:59:40+00:00,Delphinus capensis,Common Long-Beaked Dolphin,500,34.340094,-119.546864,spotter_pro,135,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.546864 34.340094),,1,1,Ocean,0,0,,1
577,2013-09-18 18:12:16+00:00,Megaptera novaeangliae,Humpback Whale,1,34.347902,-119.537775,spotter_pro,135,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-119.537775 34.347902),,1,1,Ocean,0,0,,1
567,2013-09-18 18:20:30+00:00,Balaenoptera acutorostrata,Minke Whale,1,34.354857,-119.538992,spotter_pro,135,Possible,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.538992 34.354857),,1,1,Ocean,0,0,,1
576,2013-09-18 19:19:14+00:00,Megaptera novaeangliae,Humpback Whale,2,34.349489,-119.552727,spotter_pro,135,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-119.552727 34.349489),,1,1,Ocean,0,0,,1
568,2013-09-18 19:49:09+00:00,Balaenoptera acutorostrata,Minke Whale,1,34.347882,-119.53528,spotter_pro,135,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.53528 34.347882),,1,1,Ocean,0,0,,1
569,2013-09-18 19:51:36+00:00,Megaptera novaeangliae,Humpback Whale,1,34.347801,-119.532553,spotter_pro,135,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-119.532553 34.347801),,1,1,Ocean,0,0,,1
572,2013-09-18 20:23:37+00:00,Delphinus capensis,Common Long-Beaked Dolphin,25,34.368802,-119.520452,spotter_pro,135,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.520452 34.368802),,1,1,Ocean,0,0,,1
570,2013-09-18 20:48:27+00:00,Delphinus capensis,Common Long-Beaked Dolphin,80,34.392527,-119.60921,spotter_pro,135,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.60921 34.392527),,1,1,Ocean,0,0,,1
573,2013-09-18 21:03:32+00:00,Balaenoptera acutorostrata,Bottlenose Dolphin,5,34.407942,-119.685758,spotter_pro,135,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.685758 34.407942),,1,1,Ocean,0,0,,1
600,2013-09-19 17:35:45+00:00,Delphinus capensis,Common Long-Beaked Dolphin,6,34.35074,-119.607665,spotter_pro,138,Possible,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.607665 34.35074),,1,1,Ocean,0,0,,1
603,2013-09-19 17:50:04+00:00,Delphinus capensis,Common Long-Beaked Dolphin,40,34.35217,-119.602502,spotter_pro,138,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.602502 34.35217),,1,1,Ocean,0,0,,1
599,2013-09-19 18:17:24+00:00,Balaenoptera acutorostrata,Minke Whale,2,34.351243,-119.546656,spotter_pro,138,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.546656 34.351243),,1,1,Ocean,0,0,,1
612,2013-09-19 18:27:19+00:00,Grampus griseus,Risso's Dolphin,25,34.051596,-119.455408,spotter_pro,141,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137098,POINT (-119.455408 34.051596),,1,1,Ocean,0,0,,1
598,2013-09-19 19:20:16+00:00,Megaptera novaeangliae,Humpback Whale,1,34.316736,-119.478296,spotter_pro,138,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-119.478296 34.316736),,1,1,Ocean,0,0,,1
601,2013-09-19 19:23:25+00:00,Balaenoptera acutorostrata,Minke Whale,1,34.31782,-119.476665,spotter_pro,138,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.476665 34.31782),,1,1,Ocean,0,0,,1
602,2013-09-19 20:10:09+00:00,Delphinus capensis,Common Long-Beaked Dolphin,200,34.296528,-119.481071,spotter_pro,138,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.481071 34.296528),,1,1,Ocean,0,0,,1
611,2013-09-19 21:08:01+00:00,Grampus griseus,Risso's Dolphin,10,34.090273,-119.289157,spotter_pro,141,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137098,POINT (-119.289157 34.090273),,1,1,Ocean,0,0,,1
615,2013-09-20 19:06:31+00:00,Grampus griseus,Risso's Dolphin,7,34.07937,-119.317847,spotter_pro,142,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137098,POINT (-119.317847 34.07937),,1,1,Ocean,0,0,,1
613,2013-09-20 20:33:40+00:00,Grampus griseus,Risso's Dolphin,12,34.016503,-119.369689,spotter_pro,142,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137098,POINT (-119.369689 34.016503),,1,1,Ocean,0,0,,1
622,2013-09-21 17:57:53+00:00,Delphinus capensis,Common Long-Beaked Dolphin,800,34.321445,-119.487064,spotter_pro,145,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.487064 34.321445),,1,1,Ocean,0,0,,1
621,2013-09-21 18:23:28+00:00,Balaenoptera acutorostrata,Minke Whale,2,34.31651,-119.468761,spotter_pro,145,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.468761 34.31651),,1,1,Ocean,0,0,,1
624,2013-09-21 18:27:09+00:00,Megaptera novaeangliae,Humpback Whale,2,34.314415,-119.465746,spotter_pro,145,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-119.465746 34.314415),,1,1,Ocean,0,0,,1
626,2013-09-21 18:28:00+00:00,Balaenoptera acutorostrata,Minke Whale,2,34.314265,-119.465739,spotter_pro,145,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.465739 34.314265),,1,1,Ocean,0,0,,1
619,2013-09-21 18:32:15+00:00,Balaenoptera acutorostrata,Minke Whale,1,34.31615,-119.472306,spotter_pro,145,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.472306 34.31615),,1,1,Ocean,0,0,,1
620,2013-09-21 18:59:57+00:00,Balaenoptera acutorostrata,Minke Whale,1,34.319897,-119.473825,spotter_pro,145,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.473825 34.319897),,1,1,Ocean,0,0,,1
625,2013-09-21 19:57:36+00:00,Megaptera novaeangliae,Humpback Whale,1,34.290845,-119.435875,spotter_pro,145,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-119.435875 34.290845),,1,1,Ocean,0,0,,1
623,2013-09-21 20:01:59+00:00,Balaenoptera acutorostrata,Minke Whale,1,34.29213,-119.439678,spotter_pro,145,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.439678 34.29213),,1,1,Ocean,0,0,,1
